	Name	Mana Cost	CMC	Colors	Type	Rarity	Set	Text	Power	Toughness	Loyalty	Brussels	Nagoya	Phoenix	Total
177	Island		0.0	[]	Basic Land — Island	Common	ELD	({T}: Add {U}.)	Not a Creature	Not a Creature	Not a Planeswalker	838	436	736	2010
178	Island		0.0	[]	Basic Land — Island	Common	ELD	({T}: Add {U}.)	Not a Creature	Not a Creature	Not a Planeswalker	838	436	736	2010
179	Island		0.0	[]	Basic Land — Island	Common	THB	({T}: Add {U}.)	Not a Creature	Not a Creature	Not a Planeswalker	838	436	736	2010
180	Island		0.0	[]	Basic Land — Island	Common	THB	({T}: Add {U}.)	Not a Creature	Not a Creature	Not a Planeswalker	838	436	736	2010
181	Island		0.0	[]	Basic Land — Island	Common	THB	({T}: Add {U}.)	Not a Creature	Not a Creature	Not a Planeswalker	838	436	736	2010
182	Izzet Charm	{U}{R}	2.0	['Red', 'Blue']	Instant	Uncommon	RTR	"Choose one —
• Counter target noncreature spell unless its controller pays {2}.
• Izzet Charm deals 2 damage to target creature.
• Draw two cards, then discard two cards."	Not a Creature	Not a Creature	Not a Planeswalker	37	7	3	47
183	Izzet Staticaster	{1}{U}{R}	3.0	['Red', 'Blue']	Creature — Human Wizard	Uncommon	RTR	"Flash (You may cast this spell any time you could cast an instant.)
Haste
{T}: Izzet Staticaster deals 1 damage to target creature and each other creature with the same name as that creature."	0	3	Not a Planeswalker	2	1	0	3
184	Jace, Architect of Thought	{2}{U}{U}	4.0	['Blue']	Legendary Planeswalker — Jace	Mythic	RTR	"[+1]: Until your next turn, whenever a creature an opponent controls attacks, it gets -1/-0 until end of turn.
[−2]: Reveal the top three cards of your library. An opponent separates those cards into two piles. Put one pile into your hand and the other on the bottom of your library in any order.
[−8]: For each player, search that player's library for a nonland card and exile it, then that player shuffles their library. You may cast those cards without paying their mana costs."	Not a Creature	Not a Creature	4	4	1	1	6
185	Lotleth Troll	{B}{G}	2.0	['Black', 'Green']	Creature — Zombie Troll	Rare	RTR	"Trample
Discard a creature card: Put a +1/+1 counter on Lotleth Troll.
{B}: Regenerate Lotleth Troll."	2	1	Not a Planeswalker	23	0	0	23
186	Mizzium Mortars	{1}{R}	2.0	['Red']	Sorcery	Rare	RTR	"Mizzium Mortars deals 4 damage to target creature you don't control.
Overload {3}{R}{R}{R} (You may cast this spell for its overload cost. If you do, change its text by replacing all instances of ""target"" with ""each."")"	Not a Creature	Not a Creature	Not a Planeswalker	5	2	2	9
187	Mizzium Skin	{U}	1.0	['Blue']	Instant	Common	RTR	"Target creature you control gets +0/+1 and gains hexproof until end of turn.
Overload {1}{U} (You may cast this spell for its overload cost. If you do, change its text by replacing all instances of ""target"" with ""each."")"	Not a Creature	Not a Creature	Not a Planeswalker	0	1	0	1
188	Mountain		0.0	[]	Basic Land — Mountain	Common	RTR	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
189	Mountain		0.0	[]	Basic Land — Mountain	Common	RTR	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
190	Mountain		0.0	[]	Basic Land — Mountain	Common	RTR	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
191	Mountain		0.0	[]	Basic Land — Mountain	Common	RTR	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
192	Mountain		0.0	[]	Basic Land — Mountain	Common	RTR	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
193	Mountain		0.0	[]	Basic Land — Mountain	Common	M14	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
194	Mountain		0.0	[]	Basic Land — Mountain	Common	M14	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
195	Mountain		0.0	[]	Basic Land — Mountain	Common	M14	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
196	Mountain		0.0	[]	Basic Land — Mountain	Common	M14	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
197	Mountain		0.0	[]	Basic Land — Mountain	Common	THS	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
198	Mountain		0.0	[]	Basic Land — Mountain	Common	THS	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
199	Mountain		0.0	[]	Basic Land — Mountain	Common	THS	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
200	Mountain		0.0	[]	Basic Land — Mountain	Common	THS	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
201	Mountain		0.0	[]	Basic Land — Mountain	Common	M15	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
202	Mountain		0.0	[]	Basic Land — Mountain	Common	M15	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
203	Mountain		0.0	[]	Basic Land — Mountain	Common	M15	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
204	Mountain		0.0	[]	Basic Land — Mountain	Common	M15	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
205	Mountain		0.0	[]	Basic Land — Mountain	Common	KTK	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
206	Mountain		0.0	[]	Basic Land — Mountain	Common	KTK	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
207	Mountain		0.0	[]	Basic Land — Mountain	Common	KTK	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
208	Mountain		0.0	[]	Basic Land — Mountain	Common	KTK	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
209	Mountain		0.0	[]	Basic Land — Mountain	Common	FRF	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
210	Mountain		0.0	[]	Basic Land — Mountain	Common	FRF	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
211	Mountain		0.0	[]	Basic Land — Mountain	Common	DTK	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
212	Mountain		0.0	[]	Basic Land — Mountain	Common	DTK	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
213	Mountain		0.0	[]	Basic Land — Mountain	Common	DTK	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
214	Mountain		0.0	[]	Basic Land — Mountain	Common	ORI	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
215	Mountain		0.0	[]	Basic Land — Mountain	Common	ORI	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
216	Mountain		0.0	[]	Basic Land — Mountain	Common	ORI	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
217	Mountain		0.0	[]	Basic Land — Mountain	Common	ORI	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
218	Mountain		0.0	[]	Basic Land — Mountain	Common	BFZ	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
219	Mountain		0.0	[]	Basic Land — Mountain	Common	BFZ	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
220	Mountain		0.0	[]	Basic Land — Mountain	Common	BFZ	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
221	Mountain		0.0	[]	Basic Land — Mountain	Common	BFZ	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
222	Mountain		0.0	[]	Basic Land — Mountain	Common	BFZ	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
223	Mountain		0.0	[]	Basic Land — Mountain	Common	BFZ	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
224	Mountain		0.0	[]	Basic Land — Mountain	Common	BFZ	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
225	Mountain		0.0	[]	Basic Land — Mountain	Common	BFZ	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
226	Mountain		0.0	[]	Basic Land — Mountain	Common	BFZ	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
227	Mountain		0.0	[]	Basic Land — Mountain	Common	BFZ	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
228	Mountain		0.0	[]	Basic Land — Mountain	Common	SOI	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
229	Mountain		0.0	[]	Basic Land — Mountain	Common	SOI	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
230	Mountain		0.0	[]	Basic Land — Mountain	Common	SOI	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
231	Mountain		0.0	[]	Basic Land — Mountain	Common	KLD	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
232	Mountain		0.0	[]	Basic Land — Mountain	Common	KLD	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
233	Mountain		0.0	[]	Basic Land — Mountain	Common	KLD	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
234	Mountain		0.0	[]	Basic Land — Mountain	Common	AKH	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
235	Mountain		0.0	[]	Basic Land — Mountain	Common	AKH	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
236	Mountain		0.0	[]	Basic Land — Mountain	Common	AKH	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
237	Mountain		0.0	[]	Basic Land — Mountain	Common	AKH	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
238	Mountain		0.0	[]	Basic Land — Mountain	Common	HOU	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
239	Mountain		0.0	[]	Basic Land — Mountain	Common	HOU	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
240	Mountain		0.0	[]	Basic Land — Mountain	Common	HOU	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
241	Mountain		0.0	[]	Basic Land — Mountain	Common	XLN	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
242	Mountain		0.0	[]	Basic Land — Mountain	Common	XLN	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
243	Mountain		0.0	[]	Basic Land — Mountain	Common	XLN	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
244	Mountain		0.0	[]	Basic Land — Mountain	Common	XLN	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
245	Mountain		0.0	[]	Basic Land — Mountain	Common	RIX	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
246	Mountain		0.0	[]	Basic Land — Mountain	Common	DOM	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
247	Mountain		0.0	[]	Basic Land — Mountain	Common	DOM	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
248	Mountain		0.0	[]	Basic Land — Mountain	Common	DOM	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
249	Mountain		0.0	[]	Basic Land — Mountain	Common	DOM	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
250	Mountain		0.0	[]	Basic Land — Mountain	Common	M19	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
251	Mountain		0.0	[]	Basic Land — Mountain	Common	M19	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
252	Mountain		0.0	[]	Basic Land — Mountain	Common	M19	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
253	Mountain		0.0	[]	Basic Land — Mountain	Common	M19	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
254	Mountain		0.0	[]	Basic Land — Mountain	Common	GRN	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
255	Mountain		0.0	[]	Basic Land — Mountain	Common	RNA	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
256	Mountain		0.0	[]	Basic Land — Mountain	Common	WAR	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
257	Mountain		0.0	[]	Basic Land — Mountain	Common	WAR	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
258	Mountain		0.0	[]	Basic Land — Mountain	Common	WAR	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
259	Mountain		0.0	[]	Basic Land — Mountain	Common	M20	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
260	Mountain		0.0	[]	Basic Land — Mountain	Common	M20	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
261	Mountain		0.0	[]	Basic Land — Mountain	Common	M20	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
262	Mountain		0.0	[]	Basic Land — Mountain	Common	M20	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
263	Mountain		0.0	[]	Basic Land — Mountain	Common	ELD	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
264	Mountain		0.0	[]	Basic Land — Mountain	Common	ELD	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
265	Mountain		0.0	[]	Basic Land — Mountain	Common	ELD	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
266	Mountain		0.0	[]	Basic Land — Mountain	Common	ELD	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
267	Mountain		0.0	[]	Basic Land — Mountain	Common	THB	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
268	Mountain		0.0	[]	Basic Land — Mountain	Common	THB	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
269	Mountain		0.0	[]	Basic Land — Mountain	Common	THB	({T}: Add {R}.)	Not a Creature	Not a Creature	Not a Planeswalker	507	248	636	1391
270	Overgrown Tomb		0.0	[]	Land — Swamp Forest	Rare	RTR	"({T}: Add {B} or {G}.)
As Overgrown Tomb enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped."	Not a Creature	Not a Creature	Not a Planeswalker	127	57	188	372
271	Overgrown Tomb		0.0	[]	Land — Swamp Forest	Rare	GRN	"({T}: Add {B} or {G}.)
As Overgrown Tomb enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped."	Not a Creature	Not a Creature	Not a Planeswalker	127	57	188	372
272	Pack Rat	{1}{B}	2.0	['Black']	Creature — Rat	Rare	RTR	"Pack Rat's power and toughness are each equal to the number of Rats you control.
{2}{B}, Discard a card: Create a token that's a copy of Pack Rat."	*	*	Not a Planeswalker	18	8	37	63
273	Pithing Needle	{1}	1.0	[]	Artifact	Rare	RTR	"As Pithing Needle enters the battlefield, choose a card name.
Activated abilities of sources with the chosen name can't be activated unless they're mana abilities."	Not a Creature	Not a Creature	Not a Planeswalker	7	1	1	9
274	Plains		0.0	[]	Basic Land — Plains	Common	RTR	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
275	Plains		0.0	[]	Basic Land — Plains	Common	RTR	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
276	Plains		0.0	[]	Basic Land — Plains	Common	RTR	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
277	Plains		0.0	[]	Basic Land — Plains	Common	RTR	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
278	Plains		0.0	[]	Basic Land — Plains	Common	RTR	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
279	Plains		0.0	[]	Basic Land — Plains	Common	M14	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
280	Plains		0.0	[]	Basic Land — Plains	Common	M14	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
281	Plains		0.0	[]	Basic Land — Plains	Common	M14	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
282	Plains		0.0	[]	Basic Land — Plains	Common	M14	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
283	Plains		0.0	[]	Basic Land — Plains	Common	THS	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
284	Plains		0.0	[]	Basic Land — Plains	Common	THS	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
285	Plains		0.0	[]	Basic Land — Plains	Common	THS	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
286	Plains		0.0	[]	Basic Land — Plains	Common	THS	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
287	Plains		0.0	[]	Basic Land — Plains	Common	M15	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
288	Plains		0.0	[]	Basic Land — Plains	Common	M15	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
289	Plains		0.0	[]	Basic Land — Plains	Common	M15	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
290	Plains		0.0	[]	Basic Land — Plains	Common	M15	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
291	Plains		0.0	[]	Basic Land — Plains	Common	KTK	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
292	Plains		0.0	[]	Basic Land — Plains	Common	KTK	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
293	Plains		0.0	[]	Basic Land — Plains	Common	KTK	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
294	Plains		0.0	[]	Basic Land — Plains	Common	KTK	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
295	Plains		0.0	[]	Basic Land — Plains	Common	FRF	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
296	Plains		0.0	[]	Basic Land — Plains	Common	FRF	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
297	Plains		0.0	[]	Basic Land — Plains	Common	DTK	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
298	Plains		0.0	[]	Basic Land — Plains	Common	DTK	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
299	Plains		0.0	[]	Basic Land — Plains	Common	DTK	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
300	Plains		0.0	[]	Basic Land — Plains	Common	ORI	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
301	Plains		0.0	[]	Basic Land — Plains	Common	ORI	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
302	Plains		0.0	[]	Basic Land — Plains	Common	ORI	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
303	Plains		0.0	[]	Basic Land — Plains	Common	ORI	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
304	Plains		0.0	[]	Basic Land — Plains	Common	BFZ	({T}: Add {W}.)	Not a Creature	Not a Creature	Not a Planeswalker	590	253	496	1339
