arrest_stats_id,team,team_name,team_preffered_name,team_city,team_conference,team_division,name,position,position_name,position_type,category,crime_category,description,outcome,season,arrestseasonstate,month,day,day_of_week
1,SF,49ers,San Francisco 49ers,San Francisco,NFC,West,Aldon Smith,LB,Linebacker,D,DUI,DUI,"Accused of hitting a parked vehicle with his vehicle, being under the influence of alcohol and vandalism in Santa Clara, Calif.",Resolution undetermined. Released by team the next day.,2015,OffSeason,8,6,Thursday
64,SF,49ers,San Francisco 49ers,San Francisco,NFC,West,Aldon Smith,LB,Linebacker,D,Disorderly conduct,Alcohol / Disorderly,Accused of making a false bomb threat at Los Angeles airport after being selected for secondary screening.,Dropped by prosecutors.,2014,OffSeason,4,13,Sunday
91,SF,49ers,San Francisco 49ers,San Francisco,NFC,West,Aldon Smith,LB,Linebacker,D,Gun,Gun,"Case stems from house party in June 2012, in which Smith was stabbed. Three felony counts of illegal possession of an assault weapon.","Pleaded no contest, three years of probation, 235 hours of community service for this and DUI case.",2013,InSeason,10,9,Wednesday
93,SF,49ers,San Francisco 49ers,San Francisco,NFC,West,Aldon Smith,LB,Linebacker,D,"DUI, drugs",DUI,"Accused of drunk driving and marijuana possession after crashing his pickup truck in San Jose, Calif.","Pleaded no contest, three years of probation, 235 hours of community service for this and other guns case.",2013,InSeason,9,20,Friday
187,SF,49ers,San Francisco 49ers,San Francisco,NFC,West,Aldon Smith,LB,Linebacker,D,DUI,DUI,Accused of drunken driving in Miami Beach.,Diversion program. Charge reduced to reckless driving.,2012,OffSeason,1,27,Friday
9,CHI,Bears,Chicago Bears,Chicago,NFC,North,Ray McDonald,DT,Defensive Tackle,D,Domestic violence,Domestic Violence,"Accused of assaulting a woman while she was holding a baby in Santa Clara, Calif.",Resolution undetermined. Released by team the same day.,2015,OffSeason,5,25,Monday
42,SF,49ers,San Francisco 49ers,San Francisco,NFC,West,Ray McDonald,DE,Defensive End,D,Domestic violence,Domestic Violence,"Suspected of domestic violence against pregnant fiance, who showed police bruising on her body.",Dropped by prosecutors.,2014,OffSeason,8,30,Saturday
184,SF,49ers,San Francisco 49ers,San Francisco,NFC,West,Ray McDonald,DE,Defensive End,D,Outstanding warrant,DUI,"Pulled over in Sunnyvale, Calif., arrested on outstanding warrant from drunken driving case in 2010.",Resolution undetermined.,2012,OffSeason,2,8,Wednesday
265,SF,49ers,San Francisco 49ers,San Francisco,NFC,West,Ray McDonald,DE,Defensive End,D,DUI,DUI,"Pulled over in his black BMW when the California Highway Patrol clocked him at 94 mph in a 65-mph zone, given field sobriety test.",Resolution undetermined.,2010,OffSeason,6,12,Saturday
67,SF,49ers,San Francisco 49ers,San Francisco,NFC,West,Chris Culliver,CB,Cornerback,D,"Reckless driving, weapon",Other,"Accused of hitting a bicyclist with his vehicle, felony hit-and-run and possession of brass knuckles in San Jose. He allegedly threatened witness with brass knuckles.","Pleaded guilty to two misdemeanors, 40 hours community service, restitution. NFL one-game suspension.",2014,OffSeason,3,28,Friday
75,SF,49ers,San Francisco 49ers,San Francisco,NFC,West,Daniel Kilgore,OG,Offensive Guard,O,Public intoxication,Alcohol / Disorderly,"Accused of being drunk in public in Kingsport, Tenn.",Charge dropped.,2014,OffSeason,1,26,Sunday
133,SF,49ers,San Francisco 49ers,San Francisco,NFC,West,Al Netter,OG,Offensive Guard,O,DUI,DUI,"Charged with drunken driving in San Jose, Calif.",Resolution undetermined.,2013,OffSeason,2,20,Wednesday
145,SF,49ers,San Francisco 49ers,San Francisco,NFC,West,Demarcus Dobbs,TE,Tight End,O,DUI,DUI,Suspected of drunk driving and marijuana possession at 3:45 a.m. after crashing car on 25th birthday.,Resolution undetermined.,2012,InSeason,11,30,Friday
336,SF,49ers,San Francisco 49ers,San Francisco,NFC,West,Roderick Green,LB,Linebacker,D,"Guns, drugs, reckless dri",Gun,"Pulled over in Brenham, Texas, accused of unlawfully carrying a weapon, marijuana possession, reckless driving and interfing with police, all misdemeanors.",Resolution undetermined.,2009,OffSeason,2,2,Monday
374,SF,49ers,San Francisco 49ers,San Francisco,NFC,West,Ezra Butler,LB,Linebacker,D,"DUI, drugs",DUI,"Pulled over in Nevada, accused of intoxicated driving and marijuana possession.",Resolution undetermined. Cut by team the next week.,2008,OffSeason,5,24,Saturday
385,SF,49ers,San Francisco 49ers,San Francisco,NFC,West,Donald Strickland,CB,Cornerback,D,Alcohol,Alcohol / Disorderly,"Accused of running away from police in San Jose, public intoxication and resisting arrest.",Resolution undetermined.,2008,OffSeason,4,13,Sunday
482,SF,49ers,San Francisco 49ers,San Francisco,NFC,West,Antonio Bryant,WR,Wide Receiver,O,DUI,DUI,"Pulled over for speeding more than 100 mph in Lamborghini, accused of drunken driving in San Mateo, Calif. Refused sobriety test.","Pleaded guilty to reckless driving, one year of probation, $1,312 fine.",2006,InSeason,11,19,Sunday
632,SF,49ers,San Francisco 49ers,San Francisco,NFC,West,Jeff Garcia,QB,Quarterback,O,DUI,DUI,"Pulled over in San Jose, accused of drunk driving. Blood-alcohol measured at .219.","Pleaded guilty, three years of probation, $1,491 fine, eight days of community service.",2004,OffSeason,1,14,Wednesday
698,SF,49ers,San Francisco 49ers,San Francisco,NFC,West,Mike Rumph,CB,Cornerback,D,DUI,DUI,"Pulled over after police said he ran stop signs in his Escalade, accused of drunk driving in Miami.",Acquitted.,2002,OffSeason,7,6,Saturday
706,SF,49ers,San Francisco 49ers,San Francisco,NFC,West,Jeremy Newberry,C,Center,O,Assault,Assault / Battery,Accused of hitting a woman several times in the face on a boat in Lake Berryessa. His sister was also accused of joining in.,Charge dropped.,2002,OffSeason,5,24,Friday
707,SF,49ers,San Francisco 49ers,San Francisco,NFC,West,Vinny Sutherland,WR,Wide Receiver,O,DUI,DUI,Accused of a hit-and-run accident and drunk driving in Saratoga. Two teammates suffered minor injuries in the wreck.,"Pleaded no contest, sentenced to 20 days in Santa Clara County jail. It was his second DUI in 10 months.",2002,OffSeason,5,18,Saturday
734,SF,49ers,San Francisco 49ers,San Francisco,NFC,West,Vinny Sutherland,WR,Wide Receiver,O,DUI,DUI,"Pulled over on Highway 101 in Bay Area , accused of drunk driving.","Pleaded guilty to reduced charge of reckless driving, rehab, two years of probation.",2001,InSeason,9,14,Friday
910,WAS,Redskins,Washington Redskins,Washington DC,NFC,East,Montae Nicholson,S,Safety,D,Assault,Assault / Battery,Nicholson was arrested after a physical altercation between the passengers of two cars in Loudoun County Virginia. ,Resolution Undetermined.,2018,InSeason,12,18,Tuesday
844,WAS,Redskins,Washington Redskins,Washington DC,NFC,East,Junior Galette,RB,Running Back,O,Disorderly Conduct,Alcohol / Disorderly,He was arrested Friday night at MGM Park after getting into a fight and running away. Charged with disorderly conduct and failure to comply.,Resolution Undetermined.,2017,OffSeason,4,7,Friday
29,NO,Saints,New Orleans Saints,New Orleans,NFC,South,Junior Galette,LB,Linebacker,D,Domestic violence,Domestic Violence,Accused of simple battery against woman in Galette's home. Police noted bleeding from her ear and also arrested Galette's cousin.,Case dropped by prosecutors.,2015,OffSeason,1,5,Monday
46,WAS,Redskins,Washington Redskins,Washington DC,NFC,East,Bashaud Breeland,CB,Cornerback,D,Drugs,Drugs,Cited for marijuana possession at gas station by police of Virginia Commonwealth University.,Resolution undetermined.,2014,OffSeason,8,11,Monday
72,WAS,Redskins,Washington Redskins,Washington DC,NFC,East,Fred Davis,TE,Tight End,O,DUI,DUI,"Accused of drunk driving in Tysons Corner, Va., after passerby called police to report a man apparently asleep in his Rolls-Royce.",Charge dropped.,2014,OffSeason,2,20,Thursday
256,WAS,Redskins,Washington Redskins,Washington DC,NFC,East,Fred Davis,TE,Tight End,O,Reckless driving,License / Traffic,"Cited with reckless driving, driving 20 mph over the speed limit.","Pleaded guilty to reduced charge of speeding, $75 fine.",2010,OffSeason,8,7,Saturday
272,WAS,Redskins,Washington Redskins,Washington DC,NFC,East,Fred Davis,TE,Tight End,O,License,License / Traffic,"Charged with driving with a suspended license, falsely identifying himself to police in Loudon County (Va.).","Pleaded guilty, 30-day suspended sentence, fined $2,500",2010,OffSeason,5,7,Friday
276,WAS,Redskins,Washington Redskins,Washington DC,NFC,East,Fred Davis,TE,Tight End,O,License,License / Traffic,"Pulled over for speeding, found to be driving under a suspended/revoked license.","Pleaded guilty, 10-day suspended sentence, $2,500 fine, driver's license suspended 90 days.",2010,OffSeason,4,7,Wednesday
173,WAS,Redskins,Washington Redskins,Washington DC,NFC,East,Brandon Meriweather,S,Safety,D,DUI,DUI,"Pulled over for speeding, charged with drunken driving after failing sobriety test in Arlington County, Virginia.","Pleaded no contest, $300 fine, 180-day suspended jail sentence.",2012,OffSeason,4,26,Thursday
238,WAS,Redskins,Washington Redskins,Washington DC,NFC,East,Joe Joseph,DT,Defensive Tackle,D,DUI,DUI,"Police responded to report of single-car accident, accused him of drunk driving around 3 a.m.",Resolution undetermined.,2010,InSeason,12,27,Monday
282,WAS,Redskins,Washington Redskins,Washington DC,NFC,East,Byron Westbrook,CB,Cornerback,D,DUI,DUI,"Pulled over in Waldorf, Md., after his Mercedes crossed the center line several times, suspected of drunken driving.",Acquitted by jury in June 2010.,2010,OffSeason,2,19,Friday
287,WAS,Redskins,Washington Redskins,Washington DC,NFC,East,Chad Rinehart,OT,Offensive Tackle,O,Public intoxication,Alcohol / Disorderly,"Charged after police in Cedar Falls, Iowa, say he was pulling on the locked door outside a bar and refused a breath test.","Found guilty by a judge, paid $195 fine",2010,OffSeason,1,18,Monday
424,WAS,Redskins,Washington Redskins,Washington DC,NFC,East,Kili Lefotu,OG,Offensive Guard,O,"Alcohol, assault",Alcohol / Disorderly,Charged with being drunk in public after conflict with patron at a restaurant. Also accused of assault and property destruction.,Resolution undetermined.,2007,InSeason,10,12,Friday
521,WAS,Redskins,Washington Redskins,Washington DC,NFC,East,Ataveus Cash,WR,Wide Receiver,O,License,License / Traffic,"Pulled over in Washington, D.C., he was accused of driving without a valid license.",Fined an undiclosed amount and released.,2006,OffSeason,5,18,Thursday
576,WAS,Redskins,Washington Redskins,Washington DC,NFC,East,Sean Taylor,S,Safety,D,"Gun, assault",Gun,Accused of assault and pointing a gun in a confrontation over his all-terrain vehicles.,"Pleaded no contest to two misdemeanors, 18 months of probation, $1,000 to schools.",2005,OffSeason,6,4,Saturday
603,WAS,Redskins,Washington Redskins,Washington DC,NFC,East,Sean Taylor,S,Safety,D,DUI,DUI,"Pulled over for speeding, accused of drunk driving and refusing to take a breath test in Virginia.",Acquitted.,2004,InSeason,10,28,Thursday
611,WAS,Redskins,Washington Redskins,Washington DC,NFC,East,Kevin Ware,TE,Tight End,O,Public intoxication,Alcohol / Disorderly,Accused of being drunk outside of dance club in Houston.,Cut by team within a week.,2004,OffSeason,6,27,Sunday
659,WAS,Redskins,Washington Redskins,Washington DC,NFC,East,Jermaine Haley,DT,Defensive Tackle,D,DUI,DUI,"Pulled over in Miami, accused of drunk driving and property damage after hitting another car with his Land Rover.","Pleaded no contest to reduced charge of reckless driving, one year probation, ordered to donate $3,000.",2003,OffSeason,5,25,Sunday
758,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Jermaine Haley,DT,Defensive Tackle,D,DUI,DUI,"Accused of drunk driving in Miami Beach, bottle of vodka found in his SUV. Blood-alcohol measured at .22.","Pleaded no contest, 50 hours of community service, $500 fine, six months of probation.",2001,OffSeason,3,3,Saturday
664,WAS,Redskins,Washington Redskins,Washington DC,NFC,East,Bruce Smith,DE,Defensive End,D,DUI,DUI,"Pulled over for speeding in Virginia Beach, accused of drunk driving and failing a sobriety test. Blood-alcohol measured at .07.",Acquitted by judge.,2003,OffSeason,4,27,Sunday
767,WAS,Redskins,Washington Redskins,Washington DC,NFC,East,Dana Stubblefield,DT,Defensive Tackle,D,Domestic violence,Domestic Violence,Accused of assaulting his wife at their homoe in Virginia during an argument about luggage. Police said there were no signs of physical injury.,Charge dropped.,2000,InSeason,9,20,Wednesday
728,CLE,Browns,Cleveland Browns,Cleveland,AFC,North,Mike Sellers,FB,Fullback,O,"DUI, drugs",Drugs,"Pulled over in Cleveland with teammate Lamar Champan, accused of speeding, drunk driving and marijuana and cocaine possesssion.",Pleaded guilty to drunk driving. Team cut him a week after arrest.,2001,InSeason,11,19,Monday
784,WAS,Redskins,Washington Redskins,Washington DC,NFC,East,Mike Sellers,FB,Fullback,O,DUI,DUI,"Pulled over in Arlington, Va., after police said his Mercedes was weaving, accused of drunk driving.","Convicted of DUI, 18-month suspended jail sentence, one-year license suspension.",2000,OffSeason,5,13,Saturday
884,KC,Chiefs,Kansas City Chiefs,Kansas City,AFC,West,Kevin Pierre-Louis ,LB,Linebacker,D,Drugs,Drugs,"Was allegedly arrested in Johnson County, Kansas after a traffic stop for not displaying a license plate, was found driving without a license and possession of marijuana.  ",Resolution Undetermined.,2018,OffSeason,1,25,Thursday
874,KC,Chiefs,Kansas City Chiefs,Kansas City,AFC,West,Roy Miller,DT,Defensive Tackle,D,Domestic Battery,Domestic Violence,"Arrested by the Jacksonville sheriff's office for allegedly pulling his wife by the hair, tearing hair from her head and ripping her shirt. ",Dropped by team 2 days later.,2017,InSeason,11,11,Saturday
835,KC,Chiefs,Kansas City Chiefs,Kansas City,AFC,West,Demetrius Harris,TE,Tight End,O,Drugs,Drugs,Suspected of felony marijuana possession as passenger in car pulled over in Missouri.,Resolution undetermined.,2017,OffSeason,3,7,Tuesday
2,KC,Chiefs,Kansas City Chiefs,Kansas City,AFC,West,Justin Cox,DB,Defensive Back,D,Domestic violence,Domestic Violence,"Accused of domestic violence, trespassing and burglary in Mississippi.",Resolution undetermined. Released by team the next day.,2015,OffSeason,7,20,Monday
872,OAK,Raiders,Oakland Raiders,Oakland,AFC,West,Sean Smith,CB,Cornerback,D,Assault,Assault / Battery,"Charged with felony assault for incident in Pasadena, Calif., on July 4. Accused of stomping on head of sister's boyfriend.",Resolution undetermined.,2017,OffSeason,8,17,Thursday
56,KC,Chiefs,Kansas City Chiefs,Kansas City,AFC,West,Sean Smith,CB,Cornerback,D,DUI,DUI,Accused of drunken driving after a police officer said he saw Smith drive his car into a pole in Kansas City.,"Pleaded guilty to DUI charge and failure to show proof of insurance, two years of probation, $895 fine.",2014,OffSeason,6,9,Monday
88,KC,Chiefs,Kansas City Chiefs,Kansas City,AFC,West,Dwayne Bowe,WR,Wide Receiver,O,Drugs,Drugs,"Pulled over for going 48 mph in a 35-mph zone, accused of marijuana possession after police smelled odor and searched car.","Pleaded guilty to reduced charges of defective equipment and littering, $610 fine. NFL suspended one game.",2013,InSeason,11,10,Sunday
144,KC,Chiefs,Kansas City Chiefs,Kansas City,AFC,West,Jovan Belcher,LB,Linebacker,D,"Murder, gun",Other,"Fatally shot his girlfriend 10 times, then drove to team facility and fatally shot himself in head.",Suspect dead,2012,InSeason,12,1,Saturday
156,KC,Chiefs,Kansas City Chiefs,Kansas City,AFC,West,Donald Washington,CB,Cornerback,D,"DUI, drugs",DUI,"Stopped for speeding by Illinois state police, who detected an odor of marijuana. Charged with DUI drugs.",Resolution undetermined.,2012,OffSeason,7,19,Thursday
